docnum,content
346,RT @LOrealParisUSA: âœ¨ Get up and GET GLOWING âœ¨ Use Summer Belle Beach Bae Face & Body Luminizer for an all-over dewy-bronzed look. Now available at @Walmart walmart.com/ip/L-Oreal-Parâ€¦ pic.twitter.com/dq1VyJV2Lq
347,SKIN & LIPS: @elfcosmetics @Maybelline @lagirlusa @b_radiance @LOrealParisUSA @ColourPopCo @beautybakerie @ABHcosmetics @MarioBadescu @Sephora
348,@twilightchic143 @PIXIBeauty @LOrealParisUSA @Maybelline AHH thank you girl!!!! I need a tut on that eye look so I can recreate it ðŸ˜
349,.@LOrealParisUSA's micellar water is our go-to. skincare.com/article/best-dâ€¦
350,@GenChuckYeager @usairforce @RoyalAirForce @bildgta @DailyMailUK @LOrealParisUSA @RoyalFamily @USATODAY An amazing operation in the face of hostile conditions.......
351,"RT @ByLungi: New post on the blog all about face masks ðŸ˜Š

@CoriumSkincare @LOrealParisUSA twitter.com/bylungi/statusâ€¦"
352,"RT @LOrealParisUSA: âœ¨ BE A GLOW-GETTER âœ¨ Get a year round summer glow with the Summer Belle collection, available at @Walmart. Paula is wearing Beach Bae Face & Body Luminizer in the shade â€˜Medium to Deep.â€™ walmart.com/ip/L-Oreal-Parâ€¦ pic.twitter.com/W6OaPJ3agQ"
353,Good skincare morning w @LOrealParisUSA fragrance free hyaluronic acid serum âœ¨ #lorealparispartner pic.twitter.com/Ea9iIrCUSt
903,#AD Do you want younger looking skin in 14 days? Try the @LOrealParisUSA #RevitaliftChallenge w/me! I gained hydrated skin and saw a visible decrease in fine lines. Purchase L'Oreal Paris Revitalift at @Walmart or here goic.io/-C69J7  #LorealParis #WalmartBeauty #IC pic.twitter.com/wzSa02HgBf
372,@BreeMarieBeauty @ABHcosmetics @norvina1 @AlyssaEdwards_1 @NyxCosmetics @ultabeauty @KissProducts @LOrealParisUSA @tartecosmetics @flowerbeauty @purcosmetics @MorpheBrushes Your skin ðŸ˜
102,@Ny0tic @LOrealParisUSA @milanicosmetics @ABHcosmetics @heyglisten @juviasplace @NyxCosmetics I love it so much!! Candy corn is so bomb and I've always wanted to do a candy inspired look ðŸ˜
357,"RT @LOrealParisUSA: Give dynamic duo a try for brighter, moisturized skin- Revitlift Derm Intensives Vitamin C Serum and Triple Power Day Cream pic.twitter.com/CSStSGsGEH"
404,@BreeMarieBeauty @bhcosmetics @NyxCosmetics @purcosmetics @ultabeauty @ColourPopCo @ABHcosmetics @norvina1 @tartecosmetics @CYOCosmetics @LOrealParisUSA So pretty. Your skin looks flawless ðŸ’œ
378,"Aries â™ˆï¸: my zodiac/ part 2

@ColourPopCo  @MorpheBrushes @Essence @LAColorsusa @Snazaroo @KATVONDbeauty @LOrealParisUSA pic.twitter.com/7NJ3HtZQpJ"
360,"RT @LOrealParisUSA: âœ¨ THAT GLOW, THO âœ¨ Get a year round summer glow with the Summer Belle collection, available at @Walmart. Application tip: apply Beach Bae Face & Body Luminizer on shoulders and blend in with a brush or fingertips. Shown here in shade â€˜Light to Medium.â€™ walmart.com/ip/L-Oreal-Parâ€¦ pic.twitter.com/Oc16N51TdE"
361,@LOrealParisUSA WTF is with your BB cream?!? I got it in Light and I look like an Oompa Loompa/ Trumpâ€™s orange face!!! ðŸ¤¢ðŸ¤¢ðŸ¤¢ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤¬ðŸ¤¬ðŸ¤¬
362,@LOrealParisUSA wtf is with your BB Cream?!? I got it in the light shade and I look like a freaking oppma loopma!!! Itâ€™s way too dark and I look like I have Trumpâ€™s orange face! ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤¢ðŸ¤¢ðŸ¤¢
363,RT @ctsillars: The face of @LOrealParisUSA .. Amber Heard .. a drunk violent racist .. Wow .. this company couldn't sink any lower .. could they!!  ..... YES .. they also test their products on animals!!  Do the right thing BOYCOTT L'oreal ....  BECAUSE YOU ARE WORTH SO MUCH MORE!!!! pic.twitter.com/3RDAPCqSGa
364,"@Loreal @LOrealParisUSA - In all sincerity, please, PLEASE don't stop making your Age Perfect, Hydra-Nutrition Golden Balm. It's the only product that helps keep away my eczema! Has anyone else brought this particular issue up to you before?"
365,@LOrealParisUSA I am returning the serum today as I thought it would be a sealed applicator in the box as the box was not sealed. I expect better from a product that goes near the eyes.  Perhaps you can make a change in this regard. Thanks.
366,"@LOrealParisUSA
@LorealPak @Loreal
Best face wash I've found... â¤ï¸â¤ï¸
#goals #skincareroutine pic.twitter.com/gD4sH4xhHr"
367,My pores and acne have been going down and Iâ€™ve never loved my skin this much in a while so props to purity & @LOrealParisUSA & water lmao
338,RT @LOrealParisUSA: @laurabeverlin sunless tan is #goals! Featuring our new Sublime Bronze Water Mouse pic.twitter.com/mFtOW1k0zG
369,".@DermablendPro, @LOrealParisUSA, and @LancomeUSA have everything you need. skincare.com/article/water-â€¦"
370,"Iâ€™m going to have to see how it wears, but the new @LOrealParisUSA #concealer is literally the only concealer that is comfortable on my dry skin AND doesnâ€™t crease immediately. I think Iâ€™m in love. AND they have a shade pale enough for me!"
1039,"RT @CouponingRachel: Keep your face and lips smooth & exfoliated with @LOrealParisUSA Pure-Sugar scrubs + grab a great #deal at @Walmart. PLUS enter a #giveaway for a $250 @Walmart #giftcard >>> goo.gl/fb/hXgT9v  
#WalmartBeauty #LorealParis #SugarScrubIt #IC #ad pic.twitter.com/KZ9HEWHJNS"
765,"Happy Valentineâ€™s Day! ðŸ’•

Eyes: @bhcosmetics & @stilacosmetics 
Face: @TooFaced, @LOrealParisUSA & @NyxCosmetics 
Lips: â€œCuffing Seasonâ€ by @fentybeauty 

#ValentinesDay2019 pic.twitter.com/KmMDvIQR1P"
373,@slutmuffin0822 @LOrealParisUSA Have you heard of the new Urban Cover? It's supposed to be not a dupe but similar to it cosmetics CC creme?
374,RT @lostcreativity9: Heyy you guys so I uploaded my first ever skincare routine on my channel youtu.be/x5NUFvS4-BA please head over click the link give it s thumbs up and subscribe â¤ï¸â¤ï¸ I used @cleanandclear morning burst @MarioBadescu rose water @LOrealParisUSA hydrating toner #skincareroutine pic.twitter.com/cj1zHIElUP
375,Heyy you guys so I uploaded my first ever skincare routine on my channel youtu.be/x5NUFvS4-BA please head over click the link give it s thumbs up and subscribe â¤ï¸â¤ï¸ I used @cleanandclear morning burst @MarioBadescu rose water @LOrealParisUSA hydrating toner #skincareroutine pic.twitter.com/cj1zHIElUP
376,@Loreal  @LOrealParisUSA  youâ€™re an international brand and very successful can you plz start being a little more sustainable. What is the point of this plastic between the cream and top?? Can we replace it with something that is more sustainable?? pic.twitter.com/bUYSNBsNAU
377,@Loreal @LOrealParisUSA  why does this cream need this plastic top?? Not sustainable at all. pic.twitter.com/A0O6LjDPMY
763,"RT @TapyNicole: Happy Valentineâ€™s Day! ðŸ’•

Eyes: @bhcosmetics & @stilacosmetics 
Face: @TooFaced, @LOrealParisUSA & @NyxCosmetics 
Lips: â€œCuffing Seasonâ€ by @fentybeauty 

#ValentinesDay2019 pic.twitter.com/KmMDvIQR1P"
379,i am not okay with @LOrealParisUSA new commercial for the lash serum. â€œmy husband has noticed a differenceâ€? thatâ€™s why you want us to buy your product? so we can look better for men? not here for it. letâ€™s empower women to do what makes THEM feel better
785,@paigeoenning @KrawallBambi @ABHcosmetics @MorpheBrushes @LOrealParisUSA @OFRACosmetics Youâ€™re always so bomb ðŸ’¥
381,"RT @LOrealParisUSA: âœ¨Get up and GLOW with the True Match LUMI Glow Collection âœ¨ Choose from LUMI Shake & Glow Dew Mist, Glow Amour Drops, Glotion & Shimmerista! pic.twitter.com/AEdZSVICbi"
382,"RT @LOrealParisUSA: Backstage at the Alexander Wang was all about super sleek, long ponytails! This structured shiny ponytail was created using #Elvive Extraordinary Oil  for shine and #Elnett (Avail @Target) pic.twitter.com/wMfClmZA6z"
383,"RT @LOrealParisUSA: âœ¨ CURRENT FAVE âœ¨ Infallible Full Wear concealer covers under-eye circles, acne scars, and discoloration in just ONE stroke! Pictured in shades â€˜Cashmere,â€™ â€˜Almondâ€™ & â€˜Coffee.â€™ pic.twitter.com/p7rklL8LVE"
384,It's your last chance to enter our giveaway with @LOrealParisUSA where you could win the entire Lumi Glow line to amp up your summer glow. Ends tomorrow â€“ click the link for details and rules! skincare.com/article/lorealâ€¦
385,@getBiglikeBev @ABHcosmetics @Maybelline @LOrealParisUSA @ShopLucidBeauty @KWEENCosmetic @b_radiance @MidasCosmetics @glamglizzybeaut Thank you bb ðŸ’–
386,Got my sample of self tanner in the mail!!! thanks @LOrealParisUSA  cant wait to try. pic.twitter.com/C2dvpLjNhx
387,"@LOrealParisUSA Gotta get the Glow Amour Liquid Highlighter in Daylight, and Golden to add onto my collection. This would be a good summer look."
388,"GIVEAWAY REMINDER: Don't forget to enter to win the entire Lumi Glow line from @LOrealParisUSA so you can rock your glow all summer long. Sweepstakes ends June 10. Details and rulesðŸ‘‡
skincare.com/article/lorealâ€¦"
93,@bellewooods @ABHcosmetics @norvina1 @prietabellaco @fentybeauty @MorpheBrushes @beautybay @LOrealParisUSA @milanicosmetics @LauraGeller @TooFaced YASSSSSS LOVE THIS SO MUCH!! Also how do you make your bats so perfect I flip doodling on my face
390,"Products used:
Face:
@KikoMilanoPT Hydra Glow Moisturizer
@LOrealParisUSA Liquid Highlighter @CatriceSA Liquid Camouflage Concealer (Fair Neutral)
Basic Cosmetics Mineral Powder"
391,RT @queenbpip: How Amber Heard is the face of @LOrealParisUSA after beating the sh*t out of Johnny Depp and admitting it under oath in court is beyond me! twitter.com/ilianaef8ymiadâ€¦
642,"@ColourPopCo on my eyes 
@LOrealParisUSA on the face and lips 
@BECCAcosmetics x @Jaclynhill champagne pop pic.twitter.com/ugDcEJaSS6"
393,RT @HimuraBattou28: @IlianaEf8ymiadi @AmberHeard__ @Dior How Amber Heard is still the face of L'oreal after have admitted under outh she had beaten the sh** out of Johnny Deep is beyond me @LOrealParisUSA #JusticeforJohnnyDeep #johnnydeppisasurvivor
394,@IlianaEf8ymiadi @AmberHeard__ @Dior How Amber Heard is still the face of L'oreal after have admitted under outh she had beaten the sh** out of Johnny Deep is beyond me @LOrealParisUSA #JusticeforJohnnyDeep #johnnydeppisasurvivor
395,"RT @Violet48318863: How Amber Heard is still a face of ""Loreal"" after having beaten the sh** out of #JohnnyDepp  is beyond me @LOrealParisUSA #amberheard twitter.com/IlianaEf8ymiadâ€¦"
396,"How Amber Heard is still a face of ""Loreal"" after having beaten the sh** out of #JohnnyDepp  is beyond me @LOrealParisUSA #amberheard"
397,Yâ€™all I put on Infalable by @LOrealParisUSA at 9am right before the picture was taken and I just had to scrub it off my lips bc it lasted through a whole 7 dance at our show and meals and dinks!!! I am in love ðŸ˜ðŸ¥° pic.twitter.com/dQlTiHp1lC
98,Itâ€™s never too early to take preventive measures for your skin! Take it from member Corinne F. - whose showing her â¤ï¸ (literally) for @LOrealParisUSA's #revitalift. See how other Skinfluensters are using L'OrÃ©al Revitalift to shield their skin at our link! bit.ly/2p6XFJG pic.twitter.com/dDud3lT7lw
399,RT @V4mpTr4mp: @pyxiebell @Marussia15 @batebitch @LOrealParisUSA @SalesforceUK @suigenerisjen Iâ€™ve said from the beginning she used him to boost her career
400,"PSA: @LOrealParisUSA lash enhancing serum is dangerous AF. I used it for the first time last night, excited, and about 30 mins later a headache started to set in. I figured Iâ€™d just sleep it off. It was worse in the morning and medicine wasnâ€™t helping. (1)"
401,"@Mlystvnsn @sibyllete @Rocioceja_ @KateSomerville @LOrealParisUSA The I use @SheaMoisture Overnight oil 
And @OlaySkin Sunscreen SPF 35"
402,"@Mlystvnsn @sibyllete @Rocioceja_ Lmfao sis noooo!
I wash with Africa Black Soap, the. Again with @KateSomerville Cold Cream
I tone with 1/2 Witch Hazel 1/2 micellar water (I use the one by simple)
Then I use â€œSimpleâ€ moisturizer & @LOrealParisUSA eye defense under my eye
(Cont)"
403,"RT @LOrealParisUSA: Still havenâ€™t found the perfect gift for the mother figure in your life?! Hereâ€™s an idea ðŸ’¡ Age Perfect Rosy Tone moisturizer smooths & renews tired skin for a healthy, rosy complexion ðŸŒ¸ #MothersDay pic.twitter.com/xHg6V3s2Nt"
316,@artsymick @ABHcosmetics @Thelashfirm @beautybay @LOrealParisUSA @BECCAcosmetics you could smack me in the face with those lashes
405,@teamdepp_ Thank you!Hide that awful vicious disgusting lying abuser! Any actual abuse victims could have come across that face while innocently shopping could have triggered so many horrors for them! @Loreal @LOrealParisUSA why are U continuing to support & promote #amberheard the abuser?!
406,".@LOrealParisUSA @Loreal I purchased the Infallible TRANSLUCENT Setting Power. It sure is white, not translucent. All I could think of when I applied it was a Kabuki performer. Even sheer it gives a white tint to the face. Other brands are truly translucent, this isnâ€™t ðŸ˜¢ pic.twitter.com/HBwPEVJjyM"
407,Pre-Graduation Facial 2019 | ThePreciousonPurpose youtu.be/9SLh4-r2TmE  via @YouTube ft. products from @LOrealParisUSA @Overstock & @Sephora
408,"My â€˜May Favoritesâ€™ post features an amazing self tanner from @EmilyAnnGemma . This lady knows her stuff! @LOrealParisUSA 

fierceandfabulous.blog/2019/05/31/mayâ€¦"
409,@LOrealParisUSA @LOrealUSA Does this product exist / is it available for purchase in the USA? Best sunscreen (light and smells better than perfume!) EVER that I bought in France a few years ago. pic.twitter.com/vysi2BRhTF
410,"@LOrealParisUSA hi just want to say I love your Paris face scrub. But for some reason when I purchased it, I had a rancid smell and cvs will take it back without my receipt. Not happy."
411,".@LOrealParisUSA calls it ""Hydra Genius"" for a *reason*  skincare.com/article/best-wâ€¦"
412,"RT @norvina1: @umbertoned @bennymugzz @elfcosmetics @Maybelline @CoastalScents @NyxCosmetics @fentybeauty @LOrealParisUSA @shopmissa @COVERGIRL Lol at merch! You little shopaholic, your auto correct told on you ðŸ˜‚ so what merch did you get?"
413,"@umbertoned @bennymugzz @elfcosmetics @Maybelline @CoastalScents @NyxCosmetics @fentybeauty @LOrealParisUSA @shopmissa @COVERGIRL Lol at merch! You little shopaholic, your auto correct told on you ðŸ˜‚ so what merch did you get?"
414,"@KellyMarieBlog @tartecosmetics Iâ€™ve had most resent best luck with @LOrealParisUSA fresh wear, @revlon candid, or @ultabeauty youthful glow. All have different finishes, and all ironically from the drug store. Not complaining!! I just feel so left out with the tarte shape tape love."
576,@Ny0tic @ProfusionCo @LOrealParisUSA @ABHcosmetics @ColourPopCo @juviasplace @NyxCosmetics Iâ€™m obsessed with your face.
416,"Basically, you *def* need to add @LOrealParisUSA's lash serum to your routine. (via @skincare) skincare.com/article/lorealâ€¦"
417,RT @_dancingcomet_: @LOrealParisUSA @realamberheard Maybe Amber used the L'oreal make-up to paint fake bruises on her face! #JohnnyDepp #JohnnyDeppIsInnocent
230,@jaded_estes @JeffreeStar @elfcosmetics @MorpheBrushes @ABHcosmetics @LOrealParisUSA @BenefitBeauty Just clean up and under your eye and youâ€™re good.
936,"RT @KimberlyCaines: [#ad] After using L'Oreal Paris Revitalift for 14 days, my skin feels much smoother and more hydrated. Definitely a yayðŸ‘! Get yours at @Walmart. (Before: pink top/After: green top) goic.io/TjsBEs @LOrealParisUSA #RevitaliftChallenge #LorealParis #WalmartBeauty #IC pic.twitter.com/SlaljRRVvm"
420,Mixed the @Itcosmetics CC Cream and the @LOrealParisUSA Infallible Fresh Wear and LOOOOOOVE the combo. pic.twitter.com/Cmvj3WlnuW
421,Hi @LOrealParisUSA - You used to make this product with an spf 20. It was amazing! Why dont you make it with an spf anymore? Im in search of a similar product with an spf no lower/higher than 20. The next closest I found was @JergensUS Natural Glow. TY. â˜€ï¸â˜€ï¸ pic.twitter.com/c33Te60OFa
422,"@StyleNBeautyDoc Itâ€™s a @LOrealParisUSA pencil , itâ€™s super black black pencil . Goes on smooth and stays on"
